NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_FR;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Roiner 9;Cúpula;No determinat;Cúpula de Roiner n° 9;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-53.57040129;53 ° 34 '  Oest;10.54455032;10 ° 33 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;6;39.905;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Roiner;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Roiner A 1;Cúpula;No determinat;Cúpula de Roiner A n° 1;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-51.01473262;51 ° 1 '  Oest;4.416146264;4 ° 25 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;10;3;6.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Roiner A;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : A l'E d'una dorsal.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner C 1;Cúpula;No determinat;Cúpula de Roiner C n° 1;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-51.09799827;51 ° 6 '  Oest;3.210243033;3 ° 13 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;7;7;39.876;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Roiner C;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : A l'O d'una dorsal.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner C 2;Cúpula;No determinat;Cúpula de Roiner C n° 2;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-51.10202304;51 ° 6 '  Oest;3.267630486;3 ° 16 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Roiner C;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner H 1;Cúpula;No determinat;Cúpula de Roiner H n° 1;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-54.31163193;54 ° 19 '  Oest;9.09082809;9 ° 5 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;6;39.905;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Roiner H;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Lleugerament oblong.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Roiner L 1;Cúpula;No determinat;Cúpula de Roiner L n° 1;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-54.30292739;54 ° 18 '  Oest;-8.105716059;8 ° 6 '  Sud;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;8;8;40.06;4.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Roiner L;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Pendents suaus.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner P 1;Cúpula;No determinat;Cúpula de Roiner P n° 1;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-50.24182298;50 ° 15 '  Oest;6.372964386;6 ° 22 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E du Roiner P;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Lleugerament oval. Pendents suaus. Brillant a causa d'una radiació de Kepler. Sobre una dorsal.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner P 2;Cúpula;No determinat;Cúpula de Roiner P n° 2;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-50.21584231;50 ° 13 '  Oest;6.834393264;6 ° 50 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;6;39.905;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Roiner P;Volcà;Vulcanisme extrusiu;Descripció ALPO : Oval. Brillant a causa d'una radiació de Kepler. Sobre una dorsal. Pendents bruscos. Potser un cràter-pou al cim.;4;Formació excepcional.;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Roiner P 3;Cúpula;No determinat;Cúpula de Roiner P n° 3;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-51.96146088;51 ° 58 '  Oest;6.834393264;6 ° 50 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;4;39.905;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Roiner P;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petita cúpula. Perfil baix. Brillant a causa d'una radiació de Kepler.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Roiner P 4;Cúpula;No determinat;Cúpula de Roiner P n° 4;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-52.06411777;52 ° 4 '  Oest;6.892102579;6 ° 54 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Roiner P;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Oval. Brillant a causa d'una radiació de Kepler.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner P 5;Cúpula;No determinat;Cúpula de Roiner P n° 5;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-50.3662659;50 ° 22 '  Oest;7.238508176;7 ° 14 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;6;9;39.967;5.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E de Roiner P;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Oval. Brillant a causa d'una radiació de Kepler. Sobre una dorsal.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner P 6;Cúpula;No determinat;Cúpula de Roiner P n° 6;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-51.19747006;51 ° 12 '  Oest;7.296267965;7 ° 18 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;3;5;40.026;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Roiner P;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Brillant a causa d'una radiació de Kepler.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Roiner P 7;Cúpula;No determinat;Cúpula de Roiner P n° 7;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-50.06849566;50 ° 4 '  Oest;7.64298544;7 ° 39 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;7;3;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Roiner P;Volcà;Vulcanisme extrusiu;Descripció ALPO : Oval. Brillant a causa d'una radiació de Kepler. Sobre una dorsal. Pendents bruscos. Potser un cràter-pou al cim.;4;Formació excepcional.;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roiner P 8;Cúpula;No determinat;Cúpula de Roiner P n° 8;ALPO 1976;;;;Matemàtic i astrònom;Itàlia;italià;17;17è segle;?;?;?;1648;Deixeble de Galileu.;-52.67795846;52 ° 41 '  Oest;8.742847313;8 ° 45 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;12;4;39.879;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Roiner P;Volcà;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Allargada N/S. Múltiples cràters-pou al cim.;4;Formació excepcional.;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Roinhold 1;Cúpula;No determinat;Cúpula de Roinhold n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Saalfeld;1511;Saalfeld;1553;Partidari de Copèrnic. Autor de taules de càlcul noves destinades a mantenir el model del sisteme heliocèntric.;-25.80974226;25 ° 49 '  Oest;2.40713079;2 ° 24 '  Nord;Nord-Oest;Sector del cràter Copèrnic;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;7;12;39.876;7.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Roinhold;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Pendents bruscos.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Roinhold 2;Cúpula;No determinat;Cúpula de Roinhold n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Saalfeld;1511;Saalfeld;1553;Partidari de Copèrnic. Autor de taules de càlcul noves destinades a mantenir el model del sisteme heliocèntric.;-25.31540888;25 ° 19 '  Oest;3.038099785;3 ° 2 '  Nord;Nord-Oest;Sector del cràter Copèrnic;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;11;11;40;6.7;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Roinhold;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Sobre una ejecció de Copèrnic.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Roinhold 3;Cúpula;No determinat;Cúpula de Roinhold n° 3;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Saalfeld;1511;Saalfeld;1553;Partidari de Copèrnic. Autor de taules de càlcul noves destinades a mantenir el model del sisteme heliocèntric.;-25.44843491;25 ° 27 '  Oest;3.267630486;3 ° 16 '  Nord;Nord-Oest;Sector del cràter Copèrnic;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;8;8;40.06;4.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Roinhold;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Base rodona. Platicúrtic. Sobre una dorsal.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Riphaeus 1;Cúpula;No determinat;Cúpula de Montes Riphaeus n° 1;ALPO 1976;;;;;;;;;;;;;;-26.24539716;26 ° 15 '  Oest;-5.739170477;5 ° 44 '  Sud;South - West;Part sud-est de Oceanus Procellarum;41;Euclides;219;7a1 / 9f6 /11a5;029C 036C 040C 201C 205C/S;;IV-132-H2;23;23;14;14;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N de Montes Riphaeus;Volcà;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Cim triple amb cràters-pou al cim.;4;Formació excepcional.;10;3 dies després de quart creixent;2 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Ritter 1;Cúpula;No determinat;Cúpula de Ritter n° 1;ALPO 1976;;;;Geògraf;Alemanya;alemany;19;19è segle;Quedlinburg;1779;Berlín;1859;"Autor d'una ""Geografia universal comparada"" feta des de 1817 a la seva mort.";18.20628539;18 ° 12 '  Est;3.038099785;3 ° 2 '  Nord;Nord-Est;Part est del Mar de la Tranquil.litat;35;Arago;274;;343C 148C 154C 161C;ST10/01  MM85;IV-085-H1 IV-090-H1;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;Ritter;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En forma de dorsal. Entallat per un esllavissament.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Rocca D 1;Cúpula;No determinat;Cúpula de Rocca D n° 1;ALPO 1976;;;;Matemàtic;Itàlia;italià;17;17è segle;?;1607;?;1656;??;-66.3948882;66 ° 24 '  Oest;-11.47848785;11 ° 29 '  Sud;Sud-Oest;Limbe oest de la Lluna;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Rocca D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En una vall.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;999;No determinat;No determinat
Rocca D 2;Cúpula;No determinat;Cúpula de Rocca D n° 2;ALPO 1976;;;;Matemàtic;Itàlia;italià;17;17è segle;?;1607;?;1656;??;-66.61280105;66 ° 37 '  Oest;-10.6611324;10 ° 40 '  Sud;Sud-Oest;Limbe oest de la Lluna;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Rocca D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En una vall.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;999;No determinat;No determinat
Rocca D 3;Cúpula;No determinat;Cúpula de Rocca D n° 3;ALPO 1976;;;;Matemàtic;Itàlia;italià;17;17è segle;?;1607;?;1656;??;-66.29421965;66 ° 18 '  Oest;-10.25328708;10 ° 15 '  Sud;Sud-Oest;Limbe oest de la Lluna;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Rocca D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En una vall.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;999;No determinat;No determinat
Rocca D 4;Cúpula;No determinat;Cúpula de Rocca D n° 4;ALPO 1976;;;;Matemàtic;Itàlia;italià;17;17è segle;?;1607;?;1656;??;-66.68387969;66 ° 41 '  Oest;-10.13685717;10 ° 8 '  Sud;Sud-Oest;Limbe oest de la Lluna;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Rocca D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En una vall.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;999;No determinat;No determinat
Rocca D 5;Cúpula;No determinat;Cúpula de Rocca D n° 5;ALPO 1976;;;;Matemàtic;Itàlia;italià;17;17è segle;?;1607;?;1656;??;-66.22302485;66 ° 13 '  Oest;-10.07865811;10 ° 5 '  Sud;Sud-Oest;Limbe oest de la Lluna;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Rocca D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En una vall.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;999;No determinat;No determinat
Rocca D 6;Cúpula;No determinat;Cúpula de Rocca D n° 6;ALPO 1976;;;;Matemàtic;Itàlia;italià;17;17è segle;?;1607;?;1656;??;-66.06277638;66 ° 4 '  Oest;-9.671555142;9 ° 40 '  Sud;Sud-Oest;Limbe oest de la Lluna;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Rocca D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : En una vall.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;999;No determinat;No determinat
Römer J 1;Cúpula;No determinat;Cúpula de Römer J n° 1;ALPO 1976;;;;Astrònom;Suècia;suec;17;17è segle;Arhus;1644;Copenhague;1710;Va determinar la velocitat de la llum gràcies als eclipsis dels satèl·lits de Júpiter en 1676. Inventor del telescopi meridià.;38.8908576;38 ° 53 '  Est;22.27175411;22 ° 16 '  Nord;Nord-Est;Regió al nord del Mar de la Tranquil.litat;25;Römer;308;;Q2NW;;IV-073-H3 IV-074-H1 IV-079-H1;2;2;39.845;1.2;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Römer J;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Circular. Platicúrtic.;3;Formació molt interessant;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;150;150 mm refractor;300 mm reflector
Ross D 1;Cúpula;No determinat;Cúpula de Ross D n° 1;ALPO 1976;;;;Explorador;Anglaterra;anglès;19;19è segle;Londres;1800;Aylesbury;1862;Expedició a l'Antàrtida en 1845. Descobridor dels volcans Erebus i Terror.;24.34256303;24 ° 21 '  Est;12.12235224;12 ° 7 '  Nord;Nord-Est;Part est del Mar de la Tranquil.litat;35;Arago;278;;343C 143C 148C 154C;;IV-085-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Ross D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Molt allargat.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Ross D 2;Cúpula;No determinat;Cúpula de Ross D n° 2;ALPO 1976;;;;Explorador;Anglaterra;anglès;19;19è segle;Londres;1800;Aylesbury;1862;Expedició a l'Antàrtida en 1845. Descobridor dels volcans Erebus i Terror.;24.44392128;24 ° 27 '  Est;13.12051328;13 ° 7 '  Nord;Nord-Est;Part est del Mar de la Tranquil.litat;35;Arago;278;;343C 143C 148C 154C;;IV-085-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Ross D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Brillant. Perfil baix.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Ross F 1;Cúpula;No determinat;Cúpula de Ross F n° 1;ALPO 1976;;;;Explorador;Anglaterra;anglès;19;19è segle;Londres;1800;Aylesbury;1862;Expedició a l'Antàrtida en 1845. Descobridor dels volcans Erebus i Terror.;24.0685284;24 ° 4 '  Est;11.24472359;11 ° 15 '  Nord;Nord-Est;Part est del Mar de la Tranquil.litat;35;Arago;278;;343C 143C 148C 154C;;IV-085-H2;8;39.937;40.06;2.7;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Ross F;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Rothmann 1;Cúpula;No determinat;Cúpula de Rothmann n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;?;?;?;?;??;24.15614571;24 ° 9 '  Est;-28.68540201;28 ° 41 '  Sud;Sud-Est;Regió al sud de Rupes Altai;67;Rabbi Levi;118;;334S 343S 135S 143S 148S;;IV-083-H3 IV-077-H2 IV-077-H1 IV-084-H1 IV-076-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;A l'interior del cràter Rothmann;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
Rothmann 2;Cúpula;No determinat;Cúpula de Rothmann n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;?;?;?;?;??;23.48256248;23 ° 29 '  Est;-28.55486014;28 ° 33 '  Sud;Sud-Est;Regió al sud de Rupes Altai;67;Rabbi Levi;118;;334S 343S 135S 143S 148S;;IV-083-H3 IV-077-H2 IV-077-H1 IV-084-H1 IV-076-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;A l'interior del cràter Rothmann;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;6;6 dies després de la Lluna nova;5 dies després de la Lluna plena;999;No determinat;No determinat
