NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
BERGMAN;Cráter;;Torbern Olof Bergman;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Suecia;Sueco;18;Siglo XVIII;Katrineberg;1735;Medevi;1784;Minerólogo. Descubridor niquel, wolframio y la composición de los carbonatos.;137,5;137,5 ° Este;7;7 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;21;21;12;12;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BERGSTRAND;Cráter;;Carl Osten E. Bergstrand;UAI 1997 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Suecia;Sueco;20;Siglo XX;Estocolmo;1873;Uppsala;1948;Inventor de una tabla de refracción diferencial. Estudios sobre los satélites de Urano y la corona solar;176,3;176,3 ° Este;-18,8;18,8 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;43;43;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BERKNER;Cráter;;Lloyd V. Berkner;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Geofísico;U.S.A.;Americano;20;Siglo XX;??;1905;??;1967;??;-105,2;105,2 ° Oeste;25,2;25,2 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;86;86;51;51;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BERLAGE;Cráter;;Hendrik P. Berlage;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geofísico;Holanda;Holandés;20;Siglo XX;??;1896;??;1968;??;-162,8;162,8 ° Oeste;-63,2;63,2 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;92;92;54;54;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BHABHA;Cráter;;Homi Jehangir Bhabha;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;India;Hindú;20;Siglo XX;Bombay;1909;Mont Blanc;1966;Investigación sobre los rayos cósmicos. Presidente de la primera conferencia internacional sobre el uso pacífico de la energía nuclear en Ginebra en 1955. Muerto en accidente de aviación..;-164,5;164,5 ° Oeste;-55,1;55,1 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-030-H1 V-043-M;64;64;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BINGHAM;Cráter;;H. Bingham;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Explorador;U.S.A.;Americano;20;Siglo XX;??;1875;??;1956;??;115,1;115,1 ° Este;8,1;8,1 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;33;33;19;19;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BIRKELAND;Cráter;;Olaf K. Birkeland;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Noruega;Noruego;19;Siglo XIX;??;1867;?;1917;??;173,9;173,9 ° Este;-30,2;30,2 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-065-M;82;82;48;48;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BIRKHOFF;Cráter;;George David Birkhoff;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;U.S.A.;Americano;20;Siglo XX;Overisel;1884;Cambridge;1944;Teoría general acerca de los sistemas dinámicos. Demostración del último teorema de Poincaré. Investigación de la teoría de la relatividad.;-146,1;146,1 ° Oeste;58,7;58,7 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-024-H3 V-029-H2 V-028-M V-028-H3 V-025-M V-029-M;345;345;203;203;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BJERKNES;Cráter;;Vilhelm F. K. Bjerknes;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Noruega;Noruego;20;Siglo XX;??;1862;??;1951;??;113;113 ° Este;-38,4;38,4 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;48;48;28;28;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BLACKETT;Cráter;;Patrick Maynard Stuart Blackett;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;20;Siglo XX;Londres;1897;Londres;1974;Estudios sobre los rayos cósmicos. Primera fotografía de un fenómeno de transmutación en 1925. Autor de una teoría general sobre electromagnetismo. Premio Nobel en 1948.;-116,1;116,1 ° Oeste;-37,5;37,5 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;141;141;83;83;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BLANCHARD;Cráter;;Jean Pierre Blanchard.;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Científico;Francia;Francés;18;Siglo XVIII;Les Andelys;1753;París;1809;Investigación sobre el paracaídas. Primero en cruzar un canal en 1785 en globo. Cayó de su globo en La Haya en 1808.;-94,4;94,4 ° Oeste;-58,5;58,5 ° Sur;Sur-Oeste;;VI;Hausen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
BLAZHKO;Cráter;;Sergej N. Blazhko;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1870;??;1956;??;-148;148 ° Oeste;31,6;31,6 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;54;54;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BOBONE;Cráter;;Jorge Bobone;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Argentina;Argentin;20;Siglo XX;??;1901;??;1958;??;-131,8;131,8 ° Oeste;26,9;26,9 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;31;31;18;18;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BOK;Cráter;;Priscilla Fairfield Bok;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1896;??;1975;Descubridor de las nubes compactas de polvo interestelar o glóbulos.;-171,6;171,6 ° Oeste;-20,2;20,2 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;45;45;26;26;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BOLTZMANN;Cráter;;Ludwig E. Boltzmann;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Austria;Austriaco;19;Siglo XIX;Viena;1844;Duino;1906;Inventor de la cinética del gas y de una forma describiendo la entropía introduciendo una nueva constante fundamental de la física.;-90,7;90,7 ° Oeste;-74,9;74,9 ° Sur;Sur-Oeste;;VI;Hausen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-193-H1;76;76;45;45;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
BOLYAI;Cráter;;Janos Bolyai;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Hungría;Húngaro;19;Siglo XIX;??;1802;??;1860;??;125,9;125,9 ° Este;-33,6;33,6 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;III-121-H3;135;135;79;79;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BONDARENKO;Cráter;;V. V. Bondarenko;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Cosmonauta;U.R.S.S.;Soviético;20;Siglo XX;??;1937;??;1961;Estudiante-cosmonauta. No participó en ninguna misión espacial.;136,3;136,3 ° Este;-17,8;17,8 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;30;30;18;18;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BORMAN;Cráter;;Frank Borman;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astronauta;U.S.A.;Americano;20;Siglo XX;??;1928;;;Comandante de la misión Apolo 8. Primera inserción lunar orbital en Diciembre de 1968.;-147,7;147,7 ° Oeste;-38,8;38,8 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-030-H1;50;50;29;29;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BOSE;Cráter;;Sir Jagadis Chandra Bose;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;India;Hindú;20;Siglo XX;Mymensingh;1858;Giridih;1937;Inventor de un generador de ondas eléctricar ultracortas en 1897. Investigación sobre fenómenos moleculares;-170;170 ° Oeste;-53,5;53,5 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-043-M;91;91;54;54;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BOWDITCH;Cráter;;Nathaniel Bowditch;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;19;Siglo XIX;??;1773;??;1848;??;103,1;103,1 ° Este;-25;25 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BOYLE;Cráter;;Sir Robert Boyle;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;17;Siglo XVII;Lismore Castle;1627;Londres;1691;Descubridor de la ley de compresión del gas con Mariotte. Ideólogo de la temperatura cero en el punto de fusión del hielo. Opuesto a las teorías elementales de Aristóteles. Creador de un método de análisis Químico. ;178,1;178,1 ° Este;-53,1;53,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;57;57;34;34;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BRAGG;Cráter;;Sir William Henry Bragg;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;20;Siglo XX;Wigton;1862;Londres;1942;Director de la Institución Real de Gran Bretaña en 1923. Autor de numerosos trabajos sobre los rayos X y la radioactividad con su hijo. Ideólogo de un espectrógrafo de alta frecuencia. Premio Nobel en 1915. ;-102,9;102,9 ° Oeste;42,5;42,5 ° Norte;Norte-Oeste;;VIII;Röntgen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;84;84;49;49;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;0;No observable;No observable;999;No observable;No observable
BRASHEAR;Cráter;;John A. Brashear;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1840;??;1920;??;-170,7;170,7 ° Oeste;-73,8;73,8 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;55;55;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;14;Luna Llena;6 días después del Cuarto Menguante;999;Prismáticos de 10x;Refractor de 50 mm
BREDIKHIN;Cráter;;Fedor A. Bredikhin;UAI 1988 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Rusia;Ruso;19;Siglo XIX;??;1831;??;1904;??;-158,2;158,2 ° Oeste;17,3;17,3 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;59;59;35;35;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BRIDGMAN;Cráter;;Percy Williams Bridgman;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.S.A.;Americano;20;Siglo XX;Cambridge;1882;Randolph;1961;Estudios sobre las propiedades de las ultrapresiones sobre los cristales. Premio Nobel en 1946. ;137,1;137,1 ° Este;43,5;43,5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-158-M V-124-H3 V-124-M;80;80;47;47;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BRONK;Cráter;;Detlev Wulf Bronk;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Neurofisiólogo;U.S.A.;Americano;20;Siglo XX;??;1897;?;1975;??;-134,5;134,5 ° Oeste;26,1;26,1 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-031-M V-028-H2 V-031-H2;64;64;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BROUWER;Cráter;;Dirk Brouwer;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;Rotterdam;1902;New Haven;1966;Revision de las constantes astronómicas. Autor de un método de integración numérica de las ecuaciones mecánicas celestes.;-126;126 ° Oeste;-36,2;36,2 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-026-M V-022-H2 V-022-M V-026-H2;158;158;93;93;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BRUNNER;Cráter;;William O. Brunner;UAI 19XX ?;Desconocido;Desconocido;Desconocido;Astrónomo;Suiza;Suizo;20;Siglo XX;??;1878;??;1958;??;90,9;90,9 ° Este;-9,9;9,9 ° Sur;Sur-Este;;IV;Curie;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;53;53;31;31;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
BUFFON;Cráter;;Georges Louis Leclercq Comte de Buffon;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Naturalista;Francia;Francés;18;Siglo XVIII;Montbard;1707;París;1788;Miembro de la Academia francesa de las Ciencias en 1733. Administrador de los jardines del Rey en 1739. Autor de 36 volúmenes de la 'Historia natural' desde 1794 hasta 1804. Primeras teorías de la evolución. Gran divulgador científico;-133,4;133,4 ° Oeste;-40,4;40,4 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-026-H1;106;106;62;62;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BUISSON;Cráter;;Henri Buisson;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Francia;Francés;20;Siglo XX;??;1873;??;1944;??;112,5;112,5 ° Este;-1,4;1,4 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;56;56;33;33;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BUTLEROV;Cráter;;Aleksandr Mikaïlovitch Butlerov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Rusia;Ruso;19;Siglo XIX;Tchistopol;1828;Boutlerovka;1886;Miembro de la Academia de las Ciencias de San Petersburgo en 1870. Trabajos sobre alcoholes. Descubridor del trimethylcarbinol. Autor de una teoría sobre las estructuras orgánicas con Couper y Kekule. ;-108,7;108,7 ° Oeste;12,5;12,5 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-015-H2;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
BUYS-BALLOT;Cráter;;Christophorus Henricus Didericus Buys-Ballot;UAI 1991 ?;Desconocido;Desconocido;Desconocido;Meteorólogo;Holanda;Holandés;19;Siglo XIX;Kloetingue;1817;Utrecht;1890;Autor de una ley sobre las depresiones dirección centro. Fundador del Instituto Meteorológico Holandés en 1854.;174,5;174,5 ° Este;20,8;20,8 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;55;55;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
CABANNES;Cráter;;Jean Cabannes;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Francia;Francés;19;Siglo XIX;Marseille;1885;Les Lecques;1959;Miembro de la Academia francesa de las Ciencias en 1946. Estudios sobre los fenómenos de Kerr, ozono atmosférico y espectrografía del cielo.;-169,6;169,6 ° Oeste;-60,9;60,9 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;80;80;47;47;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
CAILLEUX;Cráter;;André Cailleux;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geólogo;Francia;Francés;20;Siglo XX;??;1907;??;1986;??;153,3;153,3 ° Este;-60,8;60,8 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;50;50;29;29;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
CAJORI;Cráter;;Florian Cajori;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;U.S.A.;Americano;20;Siglo XX;??;1859;??;1930;??;168,8;168,8 ° Este;-47,4;47,4 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;70;70;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
CAMPBELL;Cráter;;Leon Campbell;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1881;??;1951;??;151,4;151,4 ° Este;45,3;45,3 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-124-M V-079-M V-103-M V-103-H3 V-085-M V-085-H3;219;219;129;129;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
