NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;
ALPHONSUS;AA133879S3571537;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Alphonse X (or Alphonse le Sage);Riccioli (1651);01/01/1935 00:00:00;Ludovici XIV Reg. Fran.;Mons Masicytis;Alphonsus;King;Castille;Castillan;13;13 th century;Toledo;1221;Sevilla;1284;Initiator of the Greek and Arabic works translation. Coordinator of the calculation of 'Table Alphonsines' replacing astronomical tables of Ptolemee in 1256.;-2.846272;357.153728;2 ° 51 ' West;-13.387937;13.388° South;Nearside;South-West;Ptolemaeus crater region;118;118;55.2;4303;0.038929640747172;Circular formation composing a remarkable trio with Ptolemaeus and Arzachel.  Several observed transcient phenomena whose a gaseous emission spectra obtained by Kozyrev in November 1958.;Partly covered by Imbrian ejecta ;rugged steep slopes riddled with craterlets.;High walls in terraces.;Flat floor to the North tormented to the South with black spots.  Central mountain.  Craterlets and hills.  Contains Rimae Alphonsus.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars;
ALTER;AA187401N2522031;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Dinsmore Alter;IAU 1979 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;?;1888;?;1968;?;-107.796903;252.203097;107 ° 48 ' West;18.740089;18.740° North;Farside;North-West;Not determined;64;64;32.3;3663;0.056589737494907;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
AMEGHINO;AA32995N570370;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years);Period source not found;No details;Florentino Ameghino (ex Apollonius C);?;01/01/1976 00:00:00;Not named;Not named;Not named;Historian;Italy;Italian;19;19 th century;?;1854;?;1911;?;57.037009;57.037009;57 ° 2 ' East;3.299453;3.299° North;Nearside;North-East;Moon East limb;8;9;4.6;1843;0.200398261509556;Isolated circular formation with bowl shape.;Formerly Apollonius C. 15 km SW from Luna 20 sample return site.;Fairly steep slopes.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;
AMICI;AA100620S1877730;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Giovanni Battista Amici;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-172.227017;187.772983;172 ° 14 ' West;-10.062035;10.062° South;Farside;South-West;Not determined;54;54;26;3429;0.065923320513917;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
AMMONIUS;AA85209S3591740;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Copernician (From -1.1 billions years to present days) ?;Period source not found;No details;Ammonios dit Saccas (ex Ptolemaeus A);?;01/01/1976 00:00:00;Not named;Not named;Not named;Philosopher;Greece;Greek;3;3 rd century;?;?;?;?;Founder of a new Plato school also called School of Alexandrie.;-0.826029;359.173971;0 ° 50 ' West;-8.520919;8.521° South;Nearside;South-West;Ptolemaeus crater region;8;9;4.2;1712;0.200251479074297;Circular formation with bowl shape situated in the arena of Ptolemaeus.;;Slightly steep slopes.;Fairly high walls.;Rounded floor.;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;
AMONTONS;AA53372S467779;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Guillaume Amontons;?;01/01/1976 00:00:00;Not named;Not named;Not named;Physicist;France;French;17;17 th century;Paris;1663;Paris;1705;Inventor of many devices as several thermometers a pyrometer a rotary pump and a telegraph with luminous signals. Member of the Academy of Sciences in 1699.;46.777931;46.777931;46 ° 47 ' East;-5.337212;5.337° South;Nearside;South-East;East part of Mare Fecunditatis;3;3;1.2;488;0.197780304362901;Isolated circular formation with bowl shape.;;Slightly steep slopes with bright spot to the East;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;4;4 days after New Moon;3 days after Full Moon;100;100 mm reflector;200 mm reflector;
AMUNDSEN;AA844398S830692;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Roald Amundsen;?;01/01/1964 00:00:00;Not named;Not named;Not named;Explorer;Norway;Norwegian;20;20 th century;Hvitsen;1872;Arctique;1928;Specialist of the Antarctic. With the 'Fram' first to have reached the terrestrial South pole on December 14th 1911 and to have overflown the North pole in 1926 in dirigible.  Disapeared in researching the expedition of Nobile.;83.06915;83.06915;83 ° 4 ' East;-84.439795;84.440° South;Librations zone;South-East;Moon South limb;106;106;51.6;4217;0.040792469968004;Circular formation situated in the zone of librations.;;Steep slopes bearing an anonymous crater to the East and another one to the South.;High walls in terraces.;Flat floor.  Central mountain.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;5;Naked eye;10x binoculars;
ANAXAGORAS;AA734810N3498288;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days);Wilhelms / 1987 / Geological history of the Moon table;No details;Anaxagore;?;01/01/1935 00:00:00;Not named;Not named;Not named;Philosopher;Greece;Greek;-6;6  th century BC;Clazomenes;500 BC;Lampsaque;428 av JC;Creator of the first school of philosophy in Athens. Tutor of Pericles Euripide and Socrate.  Explanation of eclipses.  Works in anatomy.;-10.171249;349.828751;10 ° 10 ' West;73.480999;73.481° North;Nearside;North-West;Moon North limb;51;51;25.9;3427;0.066038700019393;Overlaps the West wall of Goldschmidt.  Circular formation.  Rays.;;Steep slopes.;High walls.;Tormented floor.  Small central mountain.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;
ANAXIMANDER;AA669671N3085583;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Anaximandre;?;01/01/1935 00:00:00;Not named;Not named;Not named;Philosopher and astronomer;Greece;Greek;-7;7  th century BC;Milet;611 BC;Milet;547 av JC;Inventor of the gnomon.  Recommended a flat circular Earth.  Map of the world known.  Discovery of the Polar Star and of the obliquity of the Ecliptique.;-51.441683;308.558317;51 ° 27 ' West;66.967076;66.967° North;Nearside;North-West;Moon North-North-West limb;68;68;34.3;3729;0.054277964749571;Wrecked formation.;;Slightly steep slopes crushed by Carpenter to the North and by Anaximander D to the South.;Slightly high walls ridden by a craterlet to the North and gobbled to the South.;Flat floor in communication with Anaximander D to the South. Craterlets and line of crest.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor;
ANAXIMENES;AA724850N3150175;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Anaximene;?;01/01/1935 00:00:00;Not named;Not named;Not named;Philosopher;Greece;Greek;-6;6  th century BC;Milet;585 BC;Milet;528 av JC;Has recommended a flat Earth.;-44.982502;315.017498;44 ° 59 ' West;72.485022;72.485° North;Nearside;North-West;Moon North limb;80;80;40.5;3920;0.04833036413097;Circular formation.;;Fairly steep slopes bearing Anaximenes G to the North-East and Philolaus to the East.;Slightly high walls.;Flat floor filled with lava.  Craterlets.;2;Pretty interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor;
ANDEL;AA104141S123835;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Karel Andèl;Muller (1935);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer;Czecoslovaquia;Czech;20;20 th century;?;1884;?;1947;Selenographer.  Author of a map of the Moon in 1926.;12.383454;12.383454;12 ° 23 ' East;-10.414128;10.414° South;Nearside;South-East;East of Ptolemaeus crater region;35;35;16.4;2988;0.090761962720339;Damaged circular formation.;;Steep slopes rugged to the South and to the South-West and bearing Andel M and N to the North-West Andel A and D to the South-West and Andel S P and E to the South.;Walls more high to the East than to the West collapsed to the South and ridden by Andel G to the South.;Tormented floor with hills.  Craterlets whose an important near the center.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;
ANDERS;AA413146S2166990;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;William A. Anders;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronaut;USA;American;20;20 th century;?;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-143.300998;216.699002;143 ° 18 ' West;-41.314565;41.315° South;Farside;South-West;Not determined;40;40;20.6;3200;0.077433872735526;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
ANDERS' EARTHRISE;AA117300S1004700;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Anders' Earthrise;IAU 2018;05/10/2018 00:00:00;Not known;Not known;Not known;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Crater visible on the iconic color picture taken on board of Apollo 8 by W. A. Anders on December  24th 1968. Symbolize the return on Earth of Apollo 8. Previously named Ganskiy (Hansky) M.;100.47;100.47;100 ° 28 ' East;-11.73;11 ° 44 ' South;Farside;North-East;South of Mare Smythii;40.15;40.15;20.1;Unknown height.;Unknown height. Impossible calculation.;Formation without a definite shape composed with hills and a small central valley.;;Not described in this VMA version.;;;0;Not observable;999;Not observable;Not observable;999;Not observable;Not observable;
ANDERSON;AA154993N1707942;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;John A. Anderson;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;?;1876;?;1959;?;170.794245;170.794245;170 ° 48 ' East;15.499299;15.499° North;Farside;North-East;Not determined;109;109;52.6;4241;0.040265824083198;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
ANDERSSON;AA499498S2645372;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Leif Erland;IAU 1970 ?;01/01/1985 00:00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;?;1943;?;1979;?;-95.462756;264.537244;95 ° 28 ' West;-49.949754;49.950° South;Librations zone;South-West;Not determined;13;13;6.7;2699;0.201156280433548;Circular formation situated in the zone of librations.;;Not easily observable.;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor;
ANDRONOV;AA226807S1461082;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Aleksandr Aleksandrovich Andronov;IAU 1970 ?;01/01/1976 00:00:00;Not known;Not known;Not known;physicist;USSR;Soviet;20;20 th century;?;1901;?;1952;?;146.108215;146.108215;146 ° 6 ' East;-22.680696;22.681° South;Farside;South-East;Not determined;16;16;8.2;2430;0.146687823689187;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
ANGO;AA204775N3276620;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;African male name.;IAU;01/01/1976 00:00:00;Not known;Not known;Not known;Not appliable;Africa;African;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Male african name;-32.337951;327.662049;32 ° 20 ' West;20.477546;20.478° North;Nearside;North-West;Aristarchus;0.870772;0.870772;0.4;170;0.195727236320279;Elongated formation few deep and oriented North - South.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;999;Not observable;Not observable;
ANGSTROM;AA298957N3183326;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;Anders Jonas Angstr?m;Krieger / K?nig (1912);01/01/1935 00:00:00;Not named;Not named;Not named;Physicist;Sweden;Swedish;19;19 th century;L?dg?;1814;Uppsala;1874;First measure of wavelength.  Specialist of the spectral analysis.;-41.667435;318.332565;41 ° 40 ' West;29.895684;29.896° North;Nearside;North-West;Region between Oceanus Procellarum and Mare Imbriumm;10;10;4.7;1914;0.200473099522518;Bright circular formation with bowl shape.;;Slightly steep slopes.;Fairly high walls.;Rounded floor.;2;Pretty interesting formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor;
ANN;AA251094N3599460;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Hebrew female name.;IAU;01/01/1976 00:00:00;Not known;Not known;Not known;Not appliable;Asia;Hebrew;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-0.054025;359.945975;0 ° 3 ' West;25.109442;25.109° North;Nearside;North-West;Montes Apenninus;2.11887;2.11887;1;418;0.19747832275551;Elongated formation parallel to Rima Vladimir.;;Flat slopes;Fairly steep walls.;Narrow straight floor. ;99;Not evaluated in this VMA version;8;One day after First Quarter;Last Quarter;150;150 mm reflector;300 mm reflector;
ANNEGRIT;AA294309N3343635;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;German female name.;IAU;01/01/1976 00:00:00;Not known;Not known;Not known;Not appliable;Europe;Germany;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-25.636462;334.363538;25 ° 38 ' West;29.430855;29.431° North;Nearside;North-West;Timocharis;1.28604;1.28604;0.6;253;0.196499734745799;Cirdular formation with bowl shape.;;Slightly steep slopes.;Slightly high walls.;Rounded floor.;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;200;200 mm reflector;400 mm reflector;
ANSGARIUS;AA129235S797231;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;H. Ansgar;Mädler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Theologian;Germany;German;9;9 th century;?;801;?;865;?;79.723104;79.723104;79 ° 43 ' East;-12.923507;12.924° South;Nearside;South-East;Moon East limb;94;94;45.7;4064;0.044456235871063;Circular formation situated in the zone of librations.;Younger than Crisium Basin ;Steep slopes.;High walls in terraces.;Flat floor widened.  Craterlets.;3;Very interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;
