NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_UK;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
BERGSTRAND;Crater;;Carl Osten E. Bergstrand;UAI 1997 ?;Not known;Not known;Not known;astronomer;Sweden;Swedish;20;20 th century;Stockholm;1873;Uppsala;1948;"Inventor of a differential refraction table. Surveys on Uranus satellites and solar corona;176,3;176,3 ° East;-18,8;18,8 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BERKNER;Crater;;Lloyd V. Berkner;UAI 1979 ?;Not known;Not known;Not known;geophysicist;USA;American;20;20 th century;??;1905;??;1967;??;-105,2;105,2 ° West;25,2;25,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;86;86;51;51;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BERLAGE;Crater;;Hendrik P. Berlage;UAI 1970 ?;Not known;Not known;Not known;geophysicist;Netherands;Dutch;20;20 th century;??;1896;??;1968;??;-162,8;162,8 ° West;-63,2;63,2 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;92;92;54;54;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BHABHA;Crater;;Homi Jehangir Bhabha;UAI 1970 ?;Not known;Not known;Not known;physicist;India;Indian;20;20 th century;Bombay;1909;Mont Blanc;1966;Survey on cosmic rays. President of the first international conference on pacific use of nuclear energy in Geneva 1955. Dead in an airplane crash..;-164,5;164,5 ° West;-55,1;55,1 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-030-H1 V-043-M;64;64;38;38;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BINGHAM;Crater;;H. Bingham;UAI 1970 ?;Not known;Not known;Not known;explorer;USA;American;20;20 th century;??;1875;??;1956;??;115,1;115,1 ° East;8,1;8,1 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BIRKELAND;Crater;;Olaf K. Birkeland;UAI 1970 ?;Not known;Not known;Not known;physicist;Norway;Norwegian;19;19 th century;??;1867;?;1917;??;173,9;173,9 ° East;-30,2;30,2 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;V-065-M;82;82;48;48;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BIRKHOFF;Crater;;George David Birkhoff;UAI 1970 ?;Not known;Not known;Not known;mathematician;USA;American;20;20 th century;Overisel;1884;Cambridge;1944;General theory about dynamic systems. Demonstration of last Poincaré theorem. Survey on relativity theory.;-146,1;146,1 ° West;58,7;58,7 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-024-H3 V-029-H2 V-028-M V-028-H3 V-025-M V-029-M;345;345;203;203;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BJERKNES;Crater;;Vilhelm F. K. Bjerknes;UAI 1970 ?;Not known;Not known;Not known;physicist;Norway;Norwegian;20;20 th century;??;1862;??;1951;??;113;113 ° East;-38,4;38,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;48;48;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BLACKETT;Crater;;Patrick Maynard Stuart Blackett;UAI 1970 ?;Not known;Not known;Not known;physicist;United Kingdom;British;20;20 th century;London;1897;London;1974;Surveys on cosmic rays. First photography of a transmutation phenomena in 1925. Author of a general theory on electromagnetism. Nobel laureate in 1948.;-116,1;116,1 ° West;-37,5;37,5 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;141;141;83;83;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BLANCHARD;Crater;;Jean Pierre Blanchard.;UAI 1970 ?;Not known;Not known;Not known;scientist;France;French;18;18 th century;Les Andelys;1753;Paris;1809;Survey on parachute. First crossing of the Channel in 1785 in a balloon. Fall of his balloon in la Haye in 1808.;-94,4;94,4 ° West;-58,5;58,5 ° South;South-West;;VI;Hausen;No map or picture;No map or picture;No map or picture;;;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
BLAZHKO;Crater;;Sergej N. Blazhko;UAI 1970 ?;Not known;Not known;Not known;astronomer;USSR;Soviet;20;20 th century;??;1870;??;1956;??;-148;148 ° West;31,6;31,6 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;54;54;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BOBONE;Crater;;Jorge Bobone;UAI 1970 ?;Not known;Not known;Not known;astronomer;Argentina;Argentin;20;20 th century;??;1901;??;1958;??;-131,8;131,8 ° West;26,9;26,9 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;31;31;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BOK;Crater;;Priscilla Fairfield Bok;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1896;??;1975;Discoverer of compact dusty interstellar clouds or globules.;-171,6;171,6 ° West;-20,2;20,2 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;45;45;26;26;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BOLTZMANN;Crater;;Ludwig E. Boltzmann;UAI 1970 ?;Not known;Not known;Not known;physicist;Austria;Austrian;19;19 th century;Vienna;1844;Duino;1906;Inventeur de la cinétique des gaz et d'une formule décrivant l'entropie introduisant une nouvelle constante fondamentale de la physique. Suicide suite à une grave maladie.;-90,7;90,7 ° West;-74,9;74,9 ° South;South-West;;VI;Hausen;No map or picture;No map or picture;No map or picture;;IV-193-H1;76;76;45;45;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
BOLYAI;Crater;;Janos Bolyai;UAI 1970 ?;Not known;Not known;Not known;mathematician;Hungary;Hungarian;19;19 th century;??;1802;??;1860;??;125,9;125,9 ° East;-33,6;33,6 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;III-121-H3;135;135;79;79;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BONDARENKO;Crater;;V. V. Bondarenko;UAI 1970 ?;Not known;Not known;Not known;cosmonaut;USSR;Soviet;20;20 th century;??;1937;??;1961;Student-cosmonaut. No spatial mission participation.;136,3;136,3 ° East;-17,8;17,8 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BORMAN;Crater;;Frank Borman;UAI 1970 ?;Not known;Not known;Not known;astronaut;USA;American;20;20 th century;??;1928;;;Apollo 8 mission commander. First lunar orbital insertion in december 1968.;-147,7;147,7 ° West;-38,8;38,8 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-030-H1;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BOSE;Crater;;Sir Jagadis Chandra Bose;UAI 1970 ?;Not known;Not known;Not known;physicist;India;Indian;20;20 th century;Mymensingh;1858;Giridih;1937;Inventor of an ultra short electrical waves generator in 1897. Survey on molecular phenomenons;-170;170 ° West;-53,5;53,5 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-043-M;91;91;54;54;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BOWDITCH;Crater;;Nathaniel Bowditch;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;19;19 th century;??;1773;??;1848;??;103,1;103,1 ° East;-25;25 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BOYLE;Crater;;Sir Robert Boyle;UAI 1970 ?;Not known;Not known;Not known;physicist;United Kingdom;British;17;17 th century;Lismore Castle;1627;London;1691;Discoverer of gaz compression law with Mariotte. Conceiver of the temperature zero at ice fusion point. Opponent to Aristote elements theory. Conceiver of chemical analysis methods. ;178,1;178,1 ° East;-53,1;53,1 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;57;57;34;34;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BRAGG;Crater;;Sir William Henry Bragg;UAI 1970 ?;Not known;Not known;Not known;physicist;United Kingdom;British;20;20 th century;Wigton;1862;London;1942;Director of Great Britain Royal Institution in 1923. Author of numerous works on X rays and radioactivity with his son. Conceiver of a high frequency spectrograph. Nobel laureate in 1915. ;-102,9;102,9 ° West;42,5;42,5 ° North;North-West;;VIII;Röntgen;No map or picture;No map or picture;No map or picture;;;84;84;49;49;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;0;Not observable;Not observable;999;Not observable;Not observable
BRASHEAR;Crater;;John A. Brashear;UAI 1979 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1840;??;1920;??;-170,7;170,7 ° West;-73,8;73,8 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;55;55;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;14;Full Moon;6 days after Last Quarter;999;x10 binoculars;50 mm refractor
BREDIKHIN;Crater;;Fedor A. Bredikhin;UAI 1988 ?;Not known;Not known;Not known;astronomer;Russia;Russian;19;19 th century;??;1831;??;1904;??;-158,2;158,2 ° West;17,3;17,3 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BRIDGMAN;Crater;;Percy Williams Bridgman;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Cambridge;1882;Randolph;1961;Surveys on ultra pressures and on cristals properties. Nobel Price in 1946. ;137,1;137,1 ° East;43,5;43,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-158-M V-124-H3 V-124-M;80;80;47;47;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BRONK;Crater;;Detlev Wulf Bronk;UAI 1970 ?;Not known;Not known;Not known;neurophysiologist;USA;American;20;20 th century;??;1897;?;1975;??;-134,5;134,5 ° West;26,1;26,1 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-031-M V-028-H2 V-031-H2;64;64;38;38;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BROUWER;Crater;;Dirk Brouwer;UAI 1976 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;Rotterdam;1902;New Haven;1966;Revision of astronomical constants. Author of a method of numerical integration of celestial mechanic equations.;-126;126 ° West;-36,2;36,2 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-026-M V-022-H2 V-022-M V-026-H2;158;158;93;93;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BRUNNER;Crater;;William O. Brunner;UAI 19XX ?;Not known;Not known;Not known;astronomer;Switzerland;Swiss;20;20 th century;??;1878;??;1958;??;90,9;90,9 ° East;-9,9;9,9 ° South;South-East;;IV;Curie;No map or picture;No map or picture;No map or picture;;;53;53;31;31;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
BUFFON;Crater;;Georges Louis Leclercq Comte de Buffon;UAI 1970 ?;Not known;Not known;Not known;naturalist;France;French;18;18 th century;Montbard;1707;Paris;1788;Membre of french Acadmy of Sciences in 1733. Manager of King gardens in 1739. Author of 36 volumes of the """"Natural history"""" from 1749 to 1804. First evolution theories. Great science popularizer.""";-133,4;133,4 ° West;-40,4;40,4 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-026-H1;106;106;62;62;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BUISSON;Crater;;Henri Buisson;UAI 1970 ?;Not known;Not known;Not known;astronomer;France;French;20;20 th century;??;1873;??;1944;??;112,5;112,5 ° East;-1,4;1,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;56;56;33;33;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BUTLEROV;Crater;;Aleksandr Mikaïlovitch Butlerov;UAI 1970 ?;Not known;Not known;Not known;chemist;Russia;Russian;19;19 th century;Tchistopol;1828;Boutlerovka;1886;Member of Saint Petersburg Academy of Sciences in 1870. Works on fat alcohools. Discoverer of  trimethylcarbinol. Author of organic compounds structures theory with Couper and Kekule. ;-108,7;108,7 ° West;12,5;12,5 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-015-H2;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BUYS-BALLOT;Crater;;Christophorus Henricus Didericus Buys-Ballot;UAI 1991 ?;Not known;Not known;Not known;meterologist;Netherands;Dutch;19;19 th century;Kloetingue;1817;Utrecht;1890;Author of a law about depressions direction center. Founder of the Dutch Meteorological Institute in 1854.;174,5;174,5 ° East;20,8;20,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;55;55;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CABANNES;Crater;;Jean Cabannes;UAI 1970 ?;Not known;Not known;Not known;physicist;France;French;19;19 th century;Marseille;1885;Les Lecques;1959;Member of french Academy of Sciences in 1946. Studies on Kerr phenomena, atmospheric ozona and sky spectrography.;-169,6;169,6 ° West;-60,9;60,9 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;80;80;47;47;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CAILLEUX;Crater;;André Cailleux;UAI 1970 ?;Not known;Not known;Not known;geologist;France;French;20;20 th century;??;1907;??;1986;??;153,3;153,3 ° East;-60,8;60,8 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CAJORI;Crater;;Florian Cajori;UAI 1970 ?;Not known;Not known;Not known;mathematician;USA;American;20;20 th century;??;1859;??;1930;??;168,8;168,8 ° East;-47,4;47,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;70;70;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CAMPBELL;Crater;;Leon Campbell;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1881;??;1951;??;151,4;151,4 ° East;45,3;45,3 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-124-M V-079-M V-103-M V-103-H3 V-085-M V-085-H3;219;219;129;129;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CANNIZZARO;Crater;;Stanislao Cannizzaro;UAI 1970 ?;Not known;Not known;Not known;chemist;Italy;Italian;19;19 th century;Palerme;1826;Roma;1910;Application of Dulong and Petit law. Determination of atomic mass ofmetals. Synthesis of aromatic alcohools.;-99,6;99,6 ° West;55,6;55,6 ° North;North-West;;I;Brianchon;No map or picture;No map or picture;No map or picture;;;56;56;33;33;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
CANTOR;Crater;;Georg Cantor;UAI 1970 ?;Not known;Not known;Not known;mathematician;Germany;German;19;19 th century;Saint Petersburg;1845;Halle;1918;Professor at Halle University in 1879. Numerous works on numbers and sets. Discoverer of sets antinomy. Died in a mental hospital.;118,6;118,6 ° East;38,2;38,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-163-M V-181-M V-163-H2;81;81;48;48;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CARNOT;Crater;;Nicolas L. S. Carnot;UAI 1970 ?;Not known;Not known;Not known;physicist;France;French;19;19 th century;;1796;;1832;;-143,5;143,5 ° West;52,3;52,3 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-028-M V-028-H3 V-029-H1 V-024-H3 V-025-M V-029-M;126;126;74;74;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
